94109	1101
94110	1005
94117	754
94115	706
94118	670
94114	646
94122	634
94015	586
94103	586
94112	562
94123	538
94116	526
94080	503
94025	455
94066	443
94121	419
94107	407
94105	395
94010	383
94102	383
94404	359
94040	359
94402	347
94403	347
94941	335
94044	335
94131	323
94704	311
94501	287
94568	287
94062	287
94070	287
94133	275
94587	275
95014	275
94108	275
94132	251
94608	251
94087	251
94127	239
94401	227
94506	227
94558	227
94014	227
94303	215
94306	215
94526	215
94538	215
94549	215
94610	215
94611	215
94002	215
94030	215
94124	203
94301	203
94536	203
94565	203
94901	203
95051	203
94903	191
94024	191
94061	191
94510	179
94523	179
94539	179
94550	179
94566	168
94596	168
94945	168
94954	168
95128	168
94019	168
94086	168
94134	156
94520	156
94531	156
94541	156
94551	156
94591	156
94597	156
94598	156
94602	156
94606	156
95035	156
95120	156
95124	156
94022	156
94158	144
94513	144
94530	144
94555	144
94560	144
95060	144
95136	144
94041	144
94509	132
94518	132
94553	132
94577	132
94605	132
94706	132
94804	132
95070	132
95125	132
94507	120
94534	120
94588	120
94618	120
94702	120
94709	120
94920	120
95050	120
95062	120
95112	120
95123	120
95134	120
95404	120
95472	120
94063	120
94546	108
94561	108
94583	108
94947	108
95008	108
95129	108
95403	108
95687	108
94027	108
94521	96
94595	96
94707	96
94904	96
94939	96
94952	96
95020	96
95037	96
95405	96
94065	96
94601	84
94949	84
95003	84
95401	84
95688	84
95076	72
95117	60
94028	60
94607	48
95119	48
94128	0
94129	0
94130	0
94304	0
94305	0
94502	0
94503	0
94505	0
94508	0
94511	0
94512	0
94514	0
94515	0
94516	0
94517	0
94519	0
94525	0
94528	0
94533	0
94535	0
94542	0
94544	0
94545	0
94547	0
94548	0
94552	0
94556	0
94559	0
94563	0
94564	0
94567	0
94569	0
94571	0
94572	0
94573	0
94574	0
94575	0
94576	0
94578	0
94579	0
94580	0
94582	0
94585	0
94586	0
94589	0
94590	0
94592	0
94599	0
94603	0
94609	0
94612	0
94613	0
94619	0
94621	0
94703	0
94705	0
94708	0
94710	0
94720	0
94801	0
94803	0
94805	0
94806	0
94850	0
94922	0
94923	0
94924	0
94925	0
94928	0
94929	0
94930	0
94931	0
94933	0
94937	0
94938	0
94940	0
94946	0
94950	0
94951	0
94956	0
94957	0
94960	0
94963	0
94964	0
94965	0
94970	0
94971	0
94972	0
94973	0
95002	0
95004	0
95005	0
95006	0
95007	0
95010	0
95013	0
95017	0
95018	0
95019	0
95023	0
95030	0
95032	0
95033	0
95039	0
95041	0
95045	0
95046	0
95053	0
95054	0
95064	0
95065	0
95066	0
95073	0
95110	0
95111	0
95113	0
95116	0
95118	0
95121	0
95122	0
95126	0
95127	0
95130	0
95131	0
95132	0
95133	0
95135	0
95138	0
95139	0
95140	0
95148	0
95206	0
95219	0
95234	0
95304	0
95360	0
95363	0
95377	0
95387	0
95391	0
95407	0
95409	0
95412	0
95421	0
95425	0
95426	0
95430	0
95431	0
95436	0
95439	0
95441	0
95442	0
95444	0
95445	0
95446	0
95448	0
95449	0
95450	0
95451	0
95452	0
95457	0
95461	0
95462	0
95465	0
95471	0
95476	0
95486	0
95492	0
95494	0
95497	0
95606	0
95607	0
95612	0
95615	0
95616	0
95618	0
95620	0
95625	0
95637	0
95641	0
95679	0
95680	0
95690	0
95694	0
94005	0
94020	0
94021	0
94037	0
94038	0
94043	0
94060	0
94074	0
94085	0
94089	0
94104	0
94111	0
94558	209
94565	187
94550	165
94513	132
95060	132
95521	132
94509	121
95070	121
95062	110
94561	99
95501	99
95816	99
95020	88
95037	88
95003	77
95076	66
93940	55
95926	44
95973	44
93907	44
94505	0
94514	0
94567	0
94571	0
94585	0
95004	0
95005	0
95006	0
95007	0
95010	0
95012	0
95017	0
95018	0
95019	0
95023	0
95033	0
95039	0
95041	0
95043	0
95045	0
95064	0
95065	0
